Id,Source,Status (leads),Acquisition Campaign,City,Use Case,Status (offers),Price,Pain,Has_discount_code,Is_in_leads,created_days_leads,created_days_offers
1nver6gt,Outbound,Qualified,N/A,San Antonio,Corporate Events,Closed Won,360.0,financial control,True,True,502.0,593
1o3jcz70,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,259
1oe4j4n2,Outbound,Qualified,N/A,Columbus,Educational Seminars,Closed Won,1344.0,operations,True,True,483.0,496
1p9m046u,Outbound,Qualified,VirtualMeetups,Indianapolis,Corporate Events,Closed Lost,200.0,operations,False,True,568.0,398
1piw38l1,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,219
1q6clg1f,N/A,N/A,N/A,N/A,Sports Events,Closed Won,960.0,N/A,True,False,-1000.0,514
1qgypiot,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,150.0,financial control,True,True,319.0,552
1qq7v7by,Inbound,Qualified,N/A,San Francisco,Sports Events,Closed Won,360.0,operations,True,True,195.0,185
1qtvzezc,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,343.0,348
1recnp1e,Inbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Won,768.0,financial control,True,True,371.0,491
1rp7ebmv,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,operations,True,True,604.0,665
1s2745io,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,450.0,operations,True,False,-1000.0,194
1saj4kz4,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,1344.0,financial control,True,True,473.0,475
1sjx3unn,Outbound,Qualified,TradeShow 7,Chicago,Corporate Events,Closed Won,768.0,operations,True,True,703.0,658
1spsh169,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,161
1sqrtmhd,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,576.0,quality of delivery,True,False,-1000.0,692
1st51p5c,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,768.0,operations,False,True,222.0,223
1syhc5xg,Inbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Won,240.0,financial control,True,True,756.0,756
1t2remh4,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,450.0,operations,True,False,-1000.0,31
1tl9lpzr,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Demo 2,0.0,financial control,False,True,537.0,538
1tq0nnw2,Inbound,Qualified,Cryptoshow,Chicago,Sports Events,Demo 1,360.0,quality of delivery,False,True,579.0,681
1tu48820,Inbound,Qualified,N/A,Houston,Educational Seminars,Closed Won,960.0,financial control,True,True,385.0,385
1u5psgck,Outbound,Qualified,Digital kit 4,San Francisco,Corporate Events,Closed Won,360.0,operations,True,True,677.0,693
1ujhszx4,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,240.0,financial control,True,False,-1000.0,203
1unfrr0r,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Won,768.0,financial control,True,True,430.0,712
1up8og99,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,360.0,operations,True,True,452.0,452
1v5piicv,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,383
1vel4tfw,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,True,213.0,213
1via8nv4,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,200.0,operations,False,True,517.0,578
1vojl7vr,Outbound,Qualified,ArtFair,San Francisco,Educational Seminars,Closed Lost,1008.0,quality of delivery,True,True,651.0,658
1w40xn40,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,960.0,N/A,True,True,503.0,503
1wa9vmoc,Outbound,Qualified,VirtualMeetups,New York,Corporate Events,Closed Won,240.0,quality of delivery,True,True,371.0,705
1wgvfhug,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,698
1wtqg958,Inbound,Qualified,N/A,San Diego,N/A,Closed Lost,576.0,operations,True,True,37.0,187
1xj17i0o,Inbound,Qualified,N/A,San Antonio,Sports Events,Demo 1,360.0,quality of delivery,True,True,377.0,378
1xmtu4u8,Inbound,Qualified,Digital kit,N/A,Educational Seminars,Closed Lost,240.0,operations,True,True,647.0,650
1xsq2yzx,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,N/A,True,True,496.0,578
1xwcj50s,Inbound,Qualified,N/A,Washington,Corporate Events,Closed Won,324.0,operations,True,True,202.0,232
1y56xgb7,Inbound,Qualified,N/A,San Diego,Sports Events,Closed Won,300.0,N/A,True,True,385.0,386
1y7sf1a3,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,360.0,operations,True,True,577.0,608
1ykypqhe,Inbound,Qualified,N/A,San Diego,Sports Events,Closed Lost,360.0,operations,True,True,372.0,387
1yrlcbxh,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,financial control,True,True,644.0,706
1ytchwz7,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,quality of delivery,True,True,675.0,713
1yyafpwh,Outbound,Qualified,TradeShow 7,Jacksonville,Sports Events,Closed Won,768.0,operations,True,True,568.0,640
1z50209j,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,324.0,quality of delivery,True,True,663.0,679
1z6su6w6,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,1680.0,operations,True,True,287.0,294
1zgtp62l,Inbound,Qualified,N/A,New York,Sports Events,Closed Lost,576.0,operations,True,True,664.0,373
1zunloqs,Inbound,Qualified,N/A,San Jose,Corporate Events,Closed Won,1008.0,operations,True,True,273.0,160
2009ktaj,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,600.0,operations,True,True,309.0,339
200uuu68,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Lost,300.0,operations,False,True,156.0,339
208j3ycj,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,321
209z1gts,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,quality of delivery,True,False,-1000.0,213
20v4o75q,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,95.0,125
21gh7vik,Outbound,Qualified,N/A,San Francisco,Sports Events,Closed Won,576.0,operations,True,True,530.0,531
21ix4h8r,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,N/A,True,False,-1000.0,439
21q1ere9,Inbound,Qualified,N/A,Denver,Corporate Events,Closed Lost,768.0,financial control,True,True,390.0,542
2269fv6h,Outbound,Qualified,VirtualMeetups,Indianapolis,Corporate Events,Closed Won,576.0,operations,True,True,558.0,559
22hom2q7,Inbound,Qualified,CommunityOutreach,N/A,Corporate Events,Closed Lost,0.0,financial control,False,True,620.0,624
23l8xhhl,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,N/A,True,True,547.0,578
23mee7r6,Inbound,Qualified,TradeShow 8,N/A,Corporate Events,Closed Won,324.0,financial control,True,True,651.0,657
23uvrmub,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,240.0,operations,True,True,419.0,419
23xbzhj5,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,768.0,financial control,True,False,-1000.0,197
2479nmo0,Outbound,Qualified,VirtualMeetups,New York,Corporate Events,Closed Won,768.0,financial control,True,True,614.0,614
24hce9pz,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,quality of delivery,False,True,365.0,396
24hyectg,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,N/A,True,False,-1000.0,628
24lrgwes,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,360.0,operations,True,True,664.0,694
2536v8ke,Outbound,Qualified,N/A,Chicago,Sports Events,Closed Won,240.0,operations,True,True,250.0,252
25d2prth,Inbound,Qualified,ArtFair,San Diego,Educational Seminars,Closed Won,0.0,financial control,True,True,567.0,568
25eybk81,Outbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,240.0,N/A,True,True,667.0,468
27byqhlb,Inbound,Qualified,N/A,San Diego,Sports Events,Closed Won,360.0,operations,True,True,244.0,335
27lyuloe,Outbound,Qualified,N/A,Fort Worth,Corporate Events,Closed Won,360.0,operations,True,True,484.0,515
27qyouvb,Outbound,Qualified,VirtualMeetups,Washington,Corporate Events,Checkbox,240.0,financial control,True,True,562.0,565
288g5d5r,Inbound,Qualified,VirtualMeetups,Denver,Corporate Events,Negotiation,0.0,quality of delivery,False,True,722.0,1030
28dt9jf4,Inbound,Qualified,Digital kit 2,N/A,Sports Events,Closed Won,120.0,N/A,True,True,368.0,399
2ag480cn,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,600.0,operations,False,True,59.0,59
2ahi59kv,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,450.0,quality of delivery,True,False,-1000.0,447
2ai8pgfn,N/A,N/A,N/A,N/A,Sports Events,Closed Won,768.0,N/A,True,False,-1000.0,578
2alq6izb,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,14876.0,financial control,True,False,-1000.0,174
2an7h3ew,Inbound,Qualified,N/A,San Francisco,Sports Events,Closed Won,360.0,operations,True,True,670.0,670
2auldkob,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,N/A,True,False,-1000.0,999
2aviz5va,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,True,612.0,663
2b3l67w5,Outbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,240.0,operations,True,True,516.0,546
2b7rc2pe,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Demo 2,200.0,operations,False,True,167.0,167
2bcs6upx,Outbound,Qualified,N/A,N/A,Corporate Events,Demo 2,324.0,operations,False,True,225.0,226
2bkulajo,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,393
2bwu6lda,Inbound,Qualified,EducationExpo 2,Chicago,Educational Seminars,Closed Lost,768.0,financial control,True,True,702.0,615
2cftpdeh,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Won,1344.0,operations,True,True,162.0,175
2cm1odg1,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,operations,True,True,378.0,379
2ctyxi6p,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,222
2d15fo90,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,1344.0,operations,False,True,499.0,504
2d6i2rac,Outbound,Qualified,N/A,Fort Worth,Corporate Events,Closed Lost,0.0,operations,False,True,720.0,721
2dc7ggh9,Outbound,Qualified,Branding book,N/A,Sports Events,Closed Won,1008.0,operations,True,True,691.0,692
2dn0fab8,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,N/A,False,True,185.0,280
2dq5yyv9,Outbound,Qualified,FestivalFever,N/A,Sports Events,Closed Lost,150.0,financial control,True,True,646.0,650
2dzp761f,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,150.0,operations,True,False,-1000.0,282
2e6ob6ew,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,1344.0,operations,True,True,195.0,195
2em4phqf,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Won,1008.0,operations,True,True,633.0,664
2epughrk,Outbound,Qualified,ArtFair,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,486.0,562
2esg11mb,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,324.0,financial control,True,True,519.0,621
2ewtla3a,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,1008.0,financial control,True,True,344.0,345
2exqos94,Inbound,Qualified,N/A,Chicago,Corporate Events,Checkbox,960.0,N/A,True,True,0.0,0
2f36xe9j,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Lost,360.0,operations,True,True,248.0,309
2g4q4s1n,Outbound,Qualified,EducationExpo 2,Columbus,Educational Seminars,Closed Won,150.0,financial control,True,True,370.0,460
2gd3188q,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,200.0,quality of delivery,False,True,0.0,0
2ggbw5bi,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,360.0,operations,False,True,393.0,393
2gkkruku,Inbound,Qualified,N/A,Washington,Sports Events,Closed Won,150.0,N/A,True,True,468.0,470
2gljvs1e,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,768.0,operations,False,True,182.0,213
2gm9kfqm,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,576.0,operations,False,True,216.0,308
2gy487ss,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,False,-1000.0,499
2hpk0usk,Outbound,Qualified,N/A,San Francisco,Sports Events,Closed Won,360.0,financial control,True,True,422.0,498
2hskxxmq,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,960.0,operations,True,True,446.0,448
2hyjle74,Outbound,Qualified,TradeShow,Charlotte,Sports Events,Closed Won,360.0,N/A,True,True,650.0,725
2i0bn93t,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,155
2ib10nk2,Inbound,Qualified,N/A,N/A,Corporate Events,Checkbox,240.0,operations,True,True,473.0,474
2ibcgoxg,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,324.0,quality of delivery,True,True,307.0,250
2ibwfsg1,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Lost,360.0,operations,True,True,95.0,95
2ihozyor,Outbound,Qualified,TradeShow 8,Washington,Corporate Events,Closed Lost,768.0,financial control,True,True,552.0,785
2ijiflaq,Inbound,Qualified,N/A,Washington,Sports Events,Closed Won,960.0,quality of delivery,True,True,474.0,423
2ilg8fz1,Inbound,Qualified,N/A,San Antonio,Sports Events,Closed Lost,360.0,financial control,True,True,36.0,64
2iw6563f,Inbound,Qualified,N/A,N/A,Corporate Events,Demo 1,324.0,operations,True,True,706.0,713
2ixmbjea,Inbound,Qualified,VirtualMeetups,Jacksonville,Corporate Events,Closed Won,150.0,financial control,True,True,659.0,659
2jd217ao,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,quality of delivery,True,True,452.0,452
2jesqjzj,Inbound,Qualified,N/A,San Diego,Educational Seminars,Closed Lost,1344.0,quality of delivery,True,True,4.0,124
2jlbmxq1,Outbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,N/A,True,True,496.0,496
2jppt4a4,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,768.0,financial control,True,False,-1000.0,480
2k44fwua,Inbound,Qualified,N/A,Phoenix,Sports Events,Closed Lost,200.0,financial control,False,True,265.0,349
2k8uihr8,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,1344.0,operations,True,True,344.0,348
2ktfmndt,Outbound,Qualified,TradeShow,Houston,Corporate Events,Closed Won,360.0,operations,True,True,630.0,692
2l2nfoa3,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,False,True,533.0,539
2lf6h7bl,Inbound,Qualified,N/A,San Diego,Sports Events,Negotiation,200.0,operations,False,True,481.0,408
2m0nb1g2,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,324.0,operations,False,True,245.0,245
2mp2a6k6,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,True,602.0,602
2mpg61d4,N/A,N/A,N/A,N/A,Sports Events,Closed Won,1008.0,operations,True,False,-1000.0,231
2oqgypiq,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,150.0,operations,False,True,570.0,600
2os2ef1r,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,240.0,financial control,True,True,152.0,152
2ovouqlp,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,576.0,operations,True,True,61.0,92
2p4xx9pk,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,120.0,operations,True,True,679.0,680
2p5slxly,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,360.0,financial control,True,False,-1000.0,314
2pacsn62,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Negotiation,960.0,operations,True,True,668.0,549
2pu9f6y5,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,360.0,quality of delivery,True,True,205.0,61
2q5f4a93,Outbound,Qualified,TradeShow 7,N/A,Educational Seminars,Negotiation,360.0,operations,True,True,702.0,616
2qe4tfyq,Outbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Won,768.0,financial control,True,True,686.0,686
2r52zsrl,Inbound,Qualified,Digital kit 4,San Antonio,Corporate Events,Closed Lost,240.0,operations,True,True,562.0,487
2razt4ut,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,14876.0,N/A,True,False,-1000.0,405
2rxeczed,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,174
2safx0mn,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,576.0,quality of delivery,True,False,-1000.0,199
2sblkdit,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,quality of delivery,True,True,280.0,281
2tmgxq5h,Inbound,Qualified,VirtualMeetups,N/A,Sports Events,Closed Won,672.0,N/A,True,True,456.0,517
2tx1zdfg,Inbound,Qualified,EducationExpo 2,Austin,Corporate Events,Closed Lost,200.0,financial control,False,True,722.0,1030
2u0epc6w,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,960.0,operations,True,False,-1000.0,506
2ub4yt3t,Inbound,Qualified,N/A,San Jose,Corporate Events,Closed Lost,200.0,operations,False,True,541.0,541
2uquknqd,Outbound,Qualified,EducationExpo 2,N/A,Corporate Events,Closed Lost,0.0,operations,False,True,429.0,460
2uws19oo,Outbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Won,240.0,operations,True,True,519.0,702
2v8qae06,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,960.0,N/A,True,True,466.0,468
2vyvmac4,Outbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Lost,576.0,financial control,True,True,631.0,520
2w32n15c,Inbound,Qualified,N/A,Houston,Educational Seminars,Closed Lost,360.0,operations,True,True,341.0,342
2w5ksdnm,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,1344.0,operations,True,True,635.0,440
2wekrmc9,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,653
2whs7l2n,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,768.0,quality of delivery,False,True,59.0,161
2wkyersc,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,259
2wr521ix,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,True,694.0,376
2wzn3tps,Inbound,Qualified,N/A,Jacksonville,Sports Events,Closed Won,1344.0,N/A,True,True,441.0,442
2x5854x7,Inbound,Qualified,N/A,Charlotte,Educational Seminars,Negotiation,1344.0,time saving,False,True,665.0,404
2x5rjovf,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,150.0,operations,True,True,203.0,204
2xft81l1,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,768.0,financial control,True,False,-1000.0,212
2xqfvw9w,Inbound,Qualified,ArtFair,Phoenix,Corporate Events,Closed Lost,1008.0,financial control,True,True,680.0,688
2xtt2kir,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,324.0,operations,False,True,185.0,216
2y2rhv7r,Inbound,Qualified,N/A,San Jose,Corporate Events,Closed Won,576.0,operations,True,True,62.0,62
2yovex3b,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,quality of delivery,True,False,-1000.0,552
2zjujgds,Inbound,Qualified,N/A,Philadelphia,Corporate Events,Closed Won,360.0,operations,True,True,387.0,387
2zm5hkh5,Outbound,Qualified,VirtualMeetups,Los Angeles,Corporate Events,Closed Lost,0.0,operations,False,True,602.0,519
2zo7vmm5,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,405
30aqafjk,Inbound,Qualified,N/A,Jacksonville,N/A,Demo 1,22.0,financial control,False,True,264.0,264
30c7l3cr,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,240.0,quality of delivery,True,True,185.0,185
31haqiub,Outbound,Qualified,ArtFair,Los Angeles,Educational Seminars,Closed Won,768.0,financial control,True,True,617.0,617
329n7vpd,Outbound,Qualified,FestivalFever,N/A,N/A,Demo 1,360.0,operations,False,True,630.0,459
32bm0fhd,Inbound,Qualified,N/A,Indianapolis,Educational Seminars,Closed Won,360.0,operations,True,True,237.0,246
32s09j5d,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,True,648.0,653
32skjq68,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,768.0,N/A,True,True,756.0,816
336sx6u6,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,200.0,operations,False,True,287.0,287
33ax8aag,Inbound,Qualified,N/A,Philadelphia,Corporate Events,Closed Won,240.0,operations,True,True,351.0,351
33de1qnm,N/A,N/A,N/A,N/A,Sports Events,Closed Won,150.0,N/A,True,False,-1000.0,697
33hdy8ff,Outbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,financial control,True,True,152.0,182
33phm3ne,Outbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,360.0,operations,True,True,196.0,198
33qu6crg,N/A,N/A,N/A,N/A,Sports Events,Closed Won,360.0,N/A,True,False,-1000.0,560
343w2kq7,Inbound,Qualified,N/A,Washington,Corporate Events,Closed Lost,1680.0,operations,True,True,322.0,343
34km09e7,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,200.0,operations,False,True,216.0,216
